ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,7,3,[choice_0|choice_1|choice_2|choice_3|choice_4],[PERT and CPM|Kanban and SLAs|Releases and Roadmaps|Burndown Charts|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,7,3,[choice_2|choice_4],[Releases and Roadmaps|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,11,0,[choice_0|choice_1],[PERT and CPM|Kanban and SLAs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,11,2,[choice_0|choice_1|choice_2|choice_4],[PERT and CPM|Kanban and SLAs|Releases and Roadmaps|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,12,0,[choice_1|choice_2],[Kanban and SLAs|Releases and Roadmaps],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,12,1,[choice_4],[Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,13,1,[choice_0|choice_2],[PERT and CPM|Releases and Roadmaps],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,14,3,[choice_0|choice_3],[PERT and CPM|Burndown Charts],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,19,3,[choice_3],[Burndown Charts],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,27,3,[choice_2],[Releases and Roadmaps],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,46,1,[choice_1],[Kanban and SLAs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,77,22,[choice_0|choice_3|choice_4],[PERT and CPM|Burndown Charts|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,106,4,[choice_0],[PERT and CPM],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,112,25,[choice_1|choice_3|choice_4],[Kanban and SLAs|Burndown Charts|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,133,20,[choice_0|choice_2|choice_4],[PERT and CPM|Releases and Roadmaps|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,136,17,[choice_2|choice_3|choice_4],[Releases and Roadmaps|Burndown Charts|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,157,25,[choice_1|choice_2|choice_3],[Kanban and SLAs|Releases and Roadmaps|Burndown Charts],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,179,24,[choice_1|choice_2|choice_4],[Kanban and SLAs|Releases and Roadmaps|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,222,30,[choice_0|choice_2|choice_3],[PERT and CPM|Releases and Roadmaps|Burndown Charts],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,239,16,[choice_0|choice_1|choice_4],[PERT and CPM|Kanban and SLAs|Backlogs],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,0,263,26,[choice_0|choice_1|choice_3],[PERT and CPM|Kanban and SLAs|Burndown Charts],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e0eb9475786e41499c8c3cac50308037,e0eb9475786e41499c8c3cac50308037_2_1,1,1135,2730,[choice_0|choice_1|choice_2],[PERT and CPM|Kanban and SLAs|Releases and Roadmaps],,Question 1,Which of the following are the tools used to aid the manager in project schedule control (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,0,1,[choice_1|choice_2|choice_3],[Resource|Schedule|Risk],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,1,0,[choice_0|choice_1|choice_3],[Scope|Resource|Risk],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,1,0,[choice_0|choice_2],[Scope|Schedule],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,1,0,[choice_2|choice_4],[Schedule|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,1,1,[choice_1],[Resource],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,2,1,[choice_0|choice_3|choice_4],[Scope|Risk|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,3,0,[choice_2|choice_3|choice_4],[Schedule|Risk|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,4,2,[choice_1|choice_3|choice_4],[Resource|Risk|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,6,0,[choice_0|choice_1|choice_2],[Scope|Resource|Schedule],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,6,1,[choice_0|choice_1|choice_4],[Scope|Resource|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,0,6,1,[choice_1|choice_2|choice_4],[Resource|Schedule|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e13702e2f52d4f68a62bbfa527be5f3a,e13702e2f52d4f68a62bbfa527be5f3a_2_1,1,618,642,[choice_0|choice_2|choice_4],[Scope|Schedule|Budget],,Golden Constraint,What are the triple cost constraints in project management (choose 3 of 5)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e38062c11da1472fb269f9d05d80e522,e38062c11da1472fb269f9d05d80e522_2_1,0,8,3,choice_3,Sprint,,Visualize the Flow,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e38062c11da1472fb269f9d05d80e522,e38062c11da1472fb269f9d05d80e522_2_1,0,11,0,choice_1,Gantt chart,,Visualize the Flow,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e38062c11da1472fb269f9d05d80e522,e38062c11da1472fb269f9d05d80e522_2_1,0,12,2,choice_2,Earned Value chart,,Visualize the Flow,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e38062c11da1472fb269f9d05d80e522,e38062c11da1472fb269f9d05d80e522_2_1,1,618,644,choice_0,Kanban,,Visualize the Flow,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e3b9ca17200942219c5b019bafc6affc,e3b9ca17200942219c5b019bafc6affc_2_1,0,158,2,choice_1,Disposal,,Question 2,"In Agile Project Management, when does the Agile team start to bring in money?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e3b9ca17200942219c5b019bafc6affc,e3b9ca17200942219c5b019bafc6affc_2_1,0,324,7,choice_2,Bid and Proposal,,Question 2,"In Agile Project Management, when does the Agile team start to bring in money?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e3b9ca17200942219c5b019bafc6affc,e3b9ca17200942219c5b019bafc6affc_2_1,0,805,13,choice_0,Sprints,,Question 2,"In Agile Project Management, when does the Agile team start to bring in money?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@e3b9ca17200942219c5b019bafc6affc,e3b9ca17200942219c5b019bafc6affc_2_1,1,2028,3293,choice_3,Development and Operations,,Question 2,"In Agile Project Management, when does the Agile team start to bring in money?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@eb522c5a84fc48409496e713423b7227,eb522c5a84fc48409496e713423b7227_2_1,0,24,1,choice_2,c – a – d – b,,IA,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@eb522c5a84fc48409496e713423b7227,eb522c5a84fc48409496e713423b7227_2_1,0,28,5,choice_0,a – b – c – d,,IA,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@eb522c5a84fc48409496e713423b7227,eb522c5a84fc48409496e713423b7227_2_1,0,29,5,choice_3,c – b – a – d,,IA,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@eb522c5a84fc48409496e713423b7227,eb522c5a84fc48409496e713423b7227_2_1,1,469,539,choice_1,b – c – a – d,,IA,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ebe274ccfa3a4fdf89ce3f58cdc9799e,ebe274ccfa3a4fdf89ce3f58cdc9799e_2_1,0,8,5,choice_1,Rapid Application Development,,Iterative NOT!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ebe274ccfa3a4fdf89ce3f58cdc9799e,ebe274ccfa3a4fdf89ce3f58cdc9799e_2_1,0,8,5,choice_2,Dynamic System Design,,Iterative NOT!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ebe274ccfa3a4fdf89ce3f58cdc9799e,ebe274ccfa3a4fdf89ce3f58cdc9799e_2_1,0,37,2,choice_3,Extreme Programming,,Iterative NOT!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ebe274ccfa3a4fdf89ce3f58cdc9799e,ebe274ccfa3a4fdf89ce3f58cdc9799e_2_1,1,594,635,choice_0,Waterfall Method,,Iterative NOT!,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,0,2,[choice_0|choice_1|choice_2|choice_3|choice_4],[Departmental|Functional|Matrixed|Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,0,3,[choice_1|choice_3|choice_4],[Functional|Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,1,0,[choice_0|choice_1|choice_3],[Departmental|Functional|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,1,0,[choice_0|choice_2|choice_3|choice_4],[Departmental|Matrixed|Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,1,0,[choice_1|choice_2|choice_3],[Functional|Matrixed|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,1,0,[choice_1|choice_2|choice_3|choice_4],[Functional|Matrixed|Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,1,1,[choice_0|choice_1|choice_2|choice_3],[Departmental|Functional|Matrixed|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,2,0,[choice_0|choice_1|choice_2],[Departmental|Functional|Matrixed],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,2,0,[choice_0|choice_1|choice_4],[Departmental|Functional|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,2,0,[choice_0|choice_2|choice_4],[Departmental|Matrixed|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,2,0,[choice_2|choice_3|choice_4],[Matrixed|Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,6,5,[choice_0|choice_3],[Departmental|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,9,2,[choice_1|choice_2|choice_4],[Functional|Matrixed|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,21,6,[choice_0|choice_2],[Departmental|Matrixed],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,30,6,[choice_0],[Departmental],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,34,12,[choice_0|choice_4],[Departmental|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,39,7,[choice_2|choice_3],[Matrixed|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,41,6,[choice_3|choice_4],[Ad hoc|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,48,1,[choice_3],[Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,62,13,[choice_1|choice_3],[Functional|Ad hoc],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,69,10,[choice_0|choice_1],[Departmental|Functional],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,185,3,[choice_1],[Functional],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,207,11,[choice_1|choice_2],[Functional|Matrixed],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,229,22,[choice_1|choice_4],[Functional|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,289,4,[choice_4],[Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,0,378,11,[choice_2],[Matrixed],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ec05c43ed2ee48cc9c49a6f99ce7266b,ec05c43ed2ee48cc9c49a6f99ce7266b_2_1,1,934,2469,[choice_2|choice_4],[Matrixed|Projectized],,Question 2,"In Agile projects, the project teams are often structured as _____________ (choose 2 of 5)."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ed2da9f5d21b4a4bbdb9e4a640e0209d,ed2da9f5d21b4a4bbdb9e4a640e0209d_2_1,0,26,3,choice_2,Kanban model,,Question 1,"According to the lecture, which of the following development models are usually used in traditional Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ed2da9f5d21b4a4bbdb9e4a640e0209d,ed2da9f5d21b4a4bbdb9e4a640e0209d_2_1,0,35,2,choice_1,Scrum model,,Question 1,"According to the lecture, which of the following development models are usually used in traditional Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ed2da9f5d21b4a4bbdb9e4a640e0209d,ed2da9f5d21b4a4bbdb9e4a640e0209d_2_1,0,38,1,choice_3,PDCA cycle,,Question 1,"According to the lecture, which of the following development models are usually used in traditional Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ed2da9f5d21b4a4bbdb9e4a640e0209d,ed2da9f5d21b4a4bbdb9e4a640e0209d_2_1,1,3208,3301,choice_0,Waterfall model,,Question 1,"According to the lecture, which of the following development models are usually used in traditional Project Management?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ef7ac9f458e8449dbe58fd7fc69e1605,ef7ac9f458e8449dbe58fd7fc69e1605_2_1,0,5,5,choice_3,Burndown Chart,,Customer Required,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ef7ac9f458e8449dbe58fd7fc69e1605,ef7ac9f458e8449dbe58fd7fc69e1605_2_1,0,30,1,choice_2,Scrum Database,,Customer Required,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ef7ac9f458e8449dbe58fd7fc69e1605,ef7ac9f458e8449dbe58fd7fc69e1605_2_1,0,132,5,choice_1,Sprint Backlog,,Customer Required,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@ef7ac9f458e8449dbe58fd7fc69e1605,ef7ac9f458e8449dbe58fd7fc69e1605_2_1,1,555,711,choice_0,Product Backlog,,Customer Required,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,0,1,[choice_0|choice_2|choice_4],[Individuals and interactions over processes and tools|Management and process over tools and people|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,0,1,[choice_1|choice_3|choice_5],[Working software over comprehensive documentation|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_0|choice_2|choice_3],[Individuals and interactions over processes and tools|Management and process over tools and people|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_0|choice_2|choice_5],[Individuals and interactions over processes and tools|Management and process over tools and people|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_1|choice_3],[Working software over comprehensive documentation|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_1|choice_4],[Working software over comprehensive documentation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_2|choice_3],[Management and process over tools and people|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_2|choice_3|choice_5],[Management and process over tools and people|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,0,[choice_2|choice_5],[Management and process over tools and people|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
